"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","powerF"
"2339",48319,1147,1,1,"g",17,38,"Renault, Nissan or Citroen","Diesel","R24",286,7.04490511712937,5.65599181081985,2,"GH"
"2340",48326,619,1,0.57,"g",9,27,"Renault, Nissan or Citroen","Regular","R24",741,6.4281052726846,6.60800062529609,3,"GH"
"2341",48342,1103,1,1,"f",8,26,"Opel, General Motors or Ford","Regular","R24",78,7.0057890192535,4.35670882668959,3,"DEF"
"2342",48364,472,1,0.4,"g",11,27,"Renault, Nissan or Citroen","Diesel","R24",1064,6.15697898558556,6.96979066990159,3,"GH"
"2344",48387,1157,1,1,"e",8,37,"Renault, Nissan or Citroen","Regular","R24",44,7.05358572719368,3.78418963391826,2,"DEF"
"2345",48399,1156,1,0.45,"g",11,48,"other","Regular","R24",4116,7.05272104923232,8.32263709695394,2,"GH"
"2346",48447,1127,1,0.77,"g",11,64,"Renault, Nissan or Citroen","Regular","R24",295,7.02731451403978,5.68697535633982,1,"GH"
"2349",48544,73,1,0.41,"d",5,30,"Renault, Nissan or Citroen","Diesel","R24",222,4.29045944114839,5.40267738187228,2,"DEF"
"2350",48550,5043,1,1,"f",6,32,"Opel, General Motors or Ford","Diesel","R24",155,8.52575642207673,5.04342511691925,2,"DEF"
"2356",48781,84,1,0.25,"i",12,29,"Renault, Nissan or Citroen","Regular","R24",133,4.43081679884331,4.89034912822175,3,"other"
"2357",48782,1109,1,1,"e",9,47,"Volkswagen, Audi, Skoda or Seat","Regular","R24",286,7.01121398735037,5.65599181081985,2,"DEF"
"2360",48837,1138,1,0.74,"g",6,50,"Renault, Nissan or Citroen","Diesel","R24",12,7.03702761468628,2.484906649788,1,"GH"
"2361",48851,1108,1,1,"g",2,50,"Renault, Nissan or Citroen","Diesel","R24",39,7.01031186730723,3.66356164612965,1,"GH"
"2362",48865,795,1,0.78,"g",5,53,"Mercedes, Chrysler or BMW","Diesel","R24",4116,6.67834211465433,8.32263709695394,1,"GH"
"2363",48866,1115,1,0.21,"g",5,53,"Mercedes, Chrysler or BMW","Diesel","R24",4116,7.01660968389422,8.32263709695394,1,"GH"
"2364",48879,3207,1,1,"e",8,64,"Renault, Nissan or Citroen","Diesel","R24",48,8.07309119969315,3.87120101090789,1,"DEF"
"2366",48886,1195,1,1,"g",8,57,"Renault, Nissan or Citroen","Diesel","R24",270,7.08590146436561,5.59842195899838,1,"GH"
"2368",48897,629,1,1,"e",6,42,"Renault, Nissan or Citroen","Diesel","R24",9,6.44413125670044,2.19722457733622,2,"DEF"
"2369",48900,1296,1,1,"f",5,43,"Renault, Nissan or Citroen","Diesel","R24",12,7.16703787691222,2.484906649788,2,"DEF"
"2371",48951,757,1,1,"f",8,51,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",16,6.62936325343745,2.77258872223978,1,"DEF"
"2372",48959,875,1,0.28,"d",4,54,"Opel, General Motors or Ford","Regular","R24",754,6.77422388635761,6.62539236800796,1,"DEF"
"2373",48961,1143,1,0.26,"h",8,28,"Renault, Nissan or Citroen","Diesel","R24",37,7.04141166379481,3.61091791264422,3,"GH"
"2374",49036,1827,2,0.23,"g",8,90,"Renault, Nissan or Citroen","Regular","R24",1313,7.51043055637801,7.1800698743028,1,"GH"
"2375",49101,1091,1,1,"g",9,52,"Renault, Nissan or Citroen","Diesel","R24",72,6.99484998583307,4.27666611901606,1,"GH"
"2377",49128,1096,1,0.48,"g",0,40,"Fiat","Regular","R24",308,6.99942246750796,5.73009978297357,2,"GH"
"2378",49146,1129,1,0.74,"i",1,44,"Volkswagen, Audi, Skoda or Seat","Regular","R24",13,7.02908756414966,2.56494935746154,2,"other"
"2379",49183,1135,1,0.92,"f",8,59,"Renault, Nissan or Citroen","Diesel","R24",23,7.0343879299155,3.13549421592915,1,"DEF"
"2382",49238,1150,1,0.54,"f",9,45,"Renault, Nissan or Citroen","Diesel","R24",49,7.0475172213573,3.89182029811063,2,"DEF"
"2384",49316,569,1,0.63,"g",9,38,"Volkswagen, Audi, Skoda or Seat","Regular","R24",4116,6.34388043412633,8.32263709695394,2,"GH"
"2385",49318,1132,1,0.52,"h",16,34,"Japanese (except Nissan) or Korean","Regular","R24",358,7.03174125876313,5.8805329864007,2,"GH"
"2388",49402,1164,1,1,"f",7,51,"Renault, Nissan or Citroen","Diesel","R24",66,7.05961762829138,4.18965474202643,1,"DEF"
"2391",49444,1136,1,0.87,"h",2,69,"Mercedes, Chrysler or BMW","Diesel","R24",295,7.0352685992811,5.68697535633982,1,"GH"
"2393",49475,1841,1,1,"f",18,70,"Renault, Nissan or Citroen","Diesel","R24",399,7.51806418123308,5.98896141688986,1,"DEF"
"2394",49492,9432,1,1,"i",1,25,"Volkswagen, Audi, Skoda or Seat","Regular","R24",149,9.15186344221721,5.00394630594546,4,"other"
"2397",49621,1390,1,1,"m",22,50,"other","Regular","R24",30,7.23705902612474,3.40119738166216,1,"other"
"2398",49648,1130,1,1,"e",4,36,"Renault, Nissan or Citroen","Diesel","R24",251,7.02997291170639,5.52545293913178,2,"DEF"
"2399",49652,3002,1,0.56,"f",7,28,"Renault, Nissan or Citroen","Diesel","R24",91,8.00703401219341,4.51085950651685,3,"DEF"
"2400",49653,49,1,0.43,"f",3,28,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",91,3.89182029811063,4.51085950651685,3,"DEF"
"2402",49679,58,1,1,"f",2,75,"Renault, Nissan or Citroen","Diesel","R24",18,4.06044301054642,2.89037175789616,1,"DEF"
"2404",49726,1470,1,1,"f",4,29,"Renault, Nissan or Citroen","Diesel","R24",1313,7.29301767977278,7.1800698743028,3,"DEF"
"2405",49735,159,1,0.12,"d",6,60,"Renault, Nissan or Citroen","Diesel","R24",405,5.06890420222023,6.00388706710654,1,"DEF"
"2406",49737,1148,1,1,"f",9,31,"Renault, Nissan or Citroen","Diesel","R24",8,7.04577657687951,2.07944154167984,2,"DEF"
"2408",49899,1100,1,1,"g",11,38,"Renault, Nissan or Citroen","Regular","R24",75,7.00306545878646,4.31748811353631,2,"GH"
"2409",49915,1095,1,1,"f",11,62,"Renault, Nissan or Citroen","Diesel","R24",16,6.9985096422506,2.77258872223978,1,"DEF"
"2410",49934,1122,1,1,"f",4,55,"Renault, Nissan or Citroen","Diesel","R24",21,7.02286808608264,3.04452243772342,1,"DEF"
"2411",49937,355,1,0.49,"e",14,28,"Renault, Nissan or Citroen","Diesel","R24",3866,5.87211778947542,8.25997565976828,3,"DEF"
"2414",49978,62,1,0.82,"g",7,35,"Mercedes, Chrysler or BMW","Diesel","R24",59,4.12713438504509,4.07753744390572,2,"GH"
"2417",50007,1131,1,1,"f",11,36,"Renault, Nissan or Citroen","Diesel","R24",133,7.03085747611612,4.89034912822175,2,"DEF"
"2418",50009,890,1,0.49,"g",6,28,"Renault, Nissan or Citroen","Regular","R24",9,6.79122146272619,2.19722457733622,3,"GH"
"2420",50069,1125,1,0.35,"e",17,41,"Renault, Nissan or Citroen","Regular","R24",91,7.02553831463852,4.51085950651685,2,"DEF"
"2422",50095,306,1,0.14,"h",11,59,"Renault, Nissan or Citroen","Diesel","R24",511,5.72358510195238,6.2363695902037,1,"GH"
"2427",50250,1422,1,0.72,"g",17,26,"Renault, Nissan or Citroen","Regular","R24",26,7.25981961036319,3.25809653802148,3,"GH"
"2429",50284,1138,1,1,"e",17,33,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",214,7.03702761468628,5.36597601502185,2,"DEF"
"2433",50301,950,1,0.41,"f",7,39,"Renault, Nissan or Citroen","Diesel","R24",3866,6.85646198459459,8.25997565976828,2,"DEF"
"2435",50328,954,1,1,"d",4,48,"Renault, Nissan or Citroen","Regular","R24",170,6.86066367144829,5.13579843705026,2,"DEF"
"2437",50388,1137,1,1,"h",7,50,"Renault, Nissan or Citroen","Diesel","R24",163,7.03614849375054,5.09375020080676,1,"GH"
"2438",50400,1853,1,0.4,"g",12,50,"Renault, Nissan or Citroen","Diesel","R24",358,7.52456122628536,5.8805329864007,1,"GH"
"2440",50414,12786,1,1,"g",2,73,"Renault, Nissan or Citroen","Regular","R24",15,9.45610610132667,2.70805020110221,1,"GH"
"2442",50430,895,1,1,"f",7,26,"other","Regular","R24",133,6.79682371827486,4.89034912822175,3,"DEF"
"2443",50437,1084,1,1,"e",12,35,"Renault, Nissan or Citroen","Regular","R24",126,6.98841318199959,4.83628190695148,2,"DEF"
"2444",50449,1119,1,0.54,"f",4,26,"Renault, Nissan or Citroen","Regular","R24",21,7.02019070831193,3.04452243772342,3,"DEF"
"2446",50506,957,1,0.59,"e",10,44,"Opel, General Motors or Ford","Diesel","R24",405,6.86380339145295,6.00388706710654,2,"DEF"
"2447",50507,587,1,1,"g",2,54,"Japanese (except Nissan) or Korean","Regular","R24",295,6.3750248198281,5.68697535633982,1,"GH"
"2448",50610,1131,1,1,"e",4,72,"Renault, Nissan or Citroen","Diesel","R24",49,7.03085747611612,3.89182029811063,1,"DEF"
"2451",50669,1155,1,0.22,"e",11,31,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1313,7.05185562295589,7.1800698743028,2,"DEF"
"2452",50685,5354,1,1,"e",1,82,"Volkswagen, Audi, Skoda or Seat","Regular","R24",214,8.5855992240803,5.36597601502185,1,"DEF"
"2456",50754,137003,1,0.53,"g",10,72,"Renault, Nissan or Citroen","Diesel","R24",41,11.8277581023807,3.71357206670431,1,"GH"
"2457",50761,1323,1,0.72,"h",0,29,"Opel, General Motors or Ford","Regular","R24",432,7.18765716411496,6.06842558824411,3,"GH"
"2458",50762,285,1,1,"e",10,39,"Opel, General Motors or Ford","Diesel","R24",126,5.65248918026865,4.83628190695148,2,"DEF"
"2459",50774,1166,1,0.4,"g",17,42,"Renault, Nissan or Citroen","Regular","R24",102,7.06133436691044,4.62497281328427,2,"GH"
"2467",50906,1123,1,0.92,"g",10,51,"Mercedes, Chrysler or BMW","Diesel","R24",218,7.02375895473844,5.38449506278909,1,"GH"
"2469",50932,1142,1,0.83,"g",4,31,"Fiat","Diesel","R24",175,7.04053639021596,5.16478597392351,2,"GH"
"2471",50972,1693,1,1,"d",14,46,"Renault, Nissan or Citroen","Regular","R24",91,7.43425738213314,4.51085950651685,2,"DEF"
"2476",51189,931,1,1,"g",6,34,"Renault, Nissan or Citroen","Diesel","R24",22,6.83625927727707,3.09104245335832,2,"GH"
"2477",51193,1092,1,1,"f",1,72,"Renault, Nissan or Citroen","Diesel","R24",115,6.99576615630485,4.74493212836325,1,"DEF"
"2478",51194,703,1,1,"e",6,66,"Renault, Nissan or Citroen","Diesel","R24",4116,6.55535689181067,8.32263709695394,1,"DEF"
"2480",51252,1149,2,1,"g",17,54,"Renault, Nissan or Citroen","Regular","R24",405,7.04664727784876,6.00388706710654,1,"GH"
"2481",51266,1150,1,1,"g",1,34,"Renault, Nissan or Citroen","Diesel","R24",11,7.0475172213573,2.39789527279837,2,"GH"
"2482",51279,1110,1,1,"k",12,38,"Volkswagen, Audi, Skoda or Seat","Regular","R24",106,7.01211529430638,4.66343909411207,2,"other"
"2484",51344,1077,1,0.95,"g",4,45,"Renault, Nissan or Citroen","Diesel","R24",4116,6.98193467715639,8.32263709695394,2,"GH"
"2486",51394,213,1,1,"d",8,68,"Renault, Nissan or Citroen","Regular","R24",741,5.36129216570943,6.60800062529609,1,"DEF"
"2488",51410,1080,1,0.8,"e",7,70,"Renault, Nissan or Citroen","Diesel","R24",54,6.98471632011827,3.98898404656427,1,"DEF"
"2489",51465,1159,1,1,"f",7,57,"Renault, Nissan or Citroen","Diesel","R24",405,7.05531284333975,6.00388706710654,1,"DEF"
"2492",51560,658,1,1,"d",1,42,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",57,6.48920493132532,4.04305126783455,2,"DEF"
"2497",51634,6554,1,0.09,"e",3,22,"Opel, General Motors or Ford","Regular","R24",50,8.78783082925876,3.91202300542815,4,"DEF"
"2499",51673,1072,1,0.72,"f",10,54,"Opel, General Motors or Ford","Regular","R24",77,6.97728134163075,4.34380542185368,1,"DEF"
"2500",51680,515,1,1,"e",3,43,"Renault, Nissan or Citroen","Regular","R24",45,6.24416690066374,3.80666248977032,2,"DEF"
"2502",51699,357,1,1,"g",8,68,"Renault, Nissan or Citroen","Regular","R24",1127,5.87773578177964,7.02731451403978,1,"GH"
"2503",51720,1133,1,0.45,"d",2,33,"Renault, Nissan or Citroen","Regular","R24",120,7.03262426102801,4.78749174278205,2,"DEF"
"2507",51786,72,1,0.69,"e",4,26,"Renault, Nissan or Citroen","Regular","R24",115,4.27666611901606,4.74493212836325,3,"DEF"
"2510",51841,18,1,0.66,"f",6,68,"Opel, General Motors or Ford","Regular","R24",405,2.89037175789616,6.00388706710654,1,"DEF"
"2513",51886,1320,1,0.74,"e",6,25,"Volkswagen, Audi, Skoda or Seat","Regular","R24",821,7.18538701558042,6.71052310945243,4,"DEF"
"2514",51912,1080,1,1,"d",8,23,"Renault, Nissan or Citroen","Regular","R24",163,6.98471632011827,5.09375020080676,4,"DEF"
"2515",51941,1064,1,0.52,"i",11,43,"Renault, Nissan or Citroen","Regular","R24",754,6.96979066990159,6.62539236800796,2,"other"
"2516",51961,1170,1,1,"f",8,74,"Mercedes, Chrysler or BMW","Diesel","R24",393,7.0647590277918,5.97380961186926,1,"DEF"
"2518",51985,563,1,0.28,"i",11,57,"Renault, Nissan or Citroen","Regular","R24",1054,6.33327962813969,6.96034772910131,1,"other"
"2519",52019,1273,1,0.99,"g",12,29,"Renault, Nissan or Citroen","Diesel","R24",88,7.14913159855741,4.47733681447821,3,"GH"
"2521",52038,732,1,0.29,"g",8,27,"Renault, Nissan or Citroen","Diesel","R24",40,6.59578051396131,3.68887945411394,3,"GH"
"2523",52073,52937,2,1,"f",7,77,"Renault, Nissan or Citroen","Regular","R24",3866,10.8768578062495,8.25997565976828,1,"DEF"
"2524",52090,1103,1,1,"g",10,46,"Opel, General Motors or Ford","Diesel","R24",48,7.0057890192535,3.87120101090789,2,"GH"
"2528",52163,306,1,1,"f",6,25,"Renault, Nissan or Citroen","Diesel","R24",50,5.72358510195238,3.91202300542815,4,"DEF"
"2530",52191,1111,1,0.47,"e",8,28,"Renault, Nissan or Citroen","Regular","R24",405,7.01301578963963,6.00388706710654,3,"DEF"
"2531",52268,1959,1,0.07,"e",3,28,"Renault, Nissan or Citroen","Regular","R24",1313,7.58018941794454,7.1800698743028,3,"DEF"
"2532",52273,301302,1,0.75,"f",3,46,"Renault, Nissan or Citroen","Diesel","R24",10,12.6158683629988,2.30258509299405,2,"DEF"
"2537",52377,323,1,1,"f",14,79,"Renault, Nissan or Citroen","Diesel","R24",170,5.77765232322266,5.13579843705026,1,"DEF"
"2538",52444,1147,1,1,"d",3,33,"Renault, Nissan or Citroen","Regular","R24",1313,7.04490511712937,7.1800698743028,2,"DEF"
"2541",52536,489,1,0.63,"g",10,33,"Fiat","Regular","R24",49,6.19236248947487,3.89182029811063,2,"GH"
"2542",52566,1259,1,0.53,"f",6,57,"Renault, Nissan or Citroen","Diesel","R24",10,7.13807303404435,2.30258509299405,1,"DEF"
"2543",52576,2406,1,0.36,"f",14,48,"Renault, Nissan or Citroen","Regular","R24",2044,7.78572089653462,7.6226639513236,2,"DEF"
"2544",52581,1079,1,1,"e",5,71,"Renault, Nissan or Citroen","Regular","R24",182,6.98378996525813,5.2040066870768,1,"DEF"
"2546",52624,1114,1,0.41,"f",12,33,"Renault, Nissan or Citroen","Diesel","R24",38,7.01571242048723,3.63758615972639,2,"DEF"
"2547",52641,1888,1,1,"i",6,45,"Mercedes, Chrysler or BMW","Regular","R24",57,7.54327334670545,4.04305126783455,2,"other"
"2550",52694,1095,1,0.83,"g",12,24,"Renault, Nissan or Citroen","Regular","R24",40,6.9985096422506,3.68887945411394,4,"GH"
"2552",52720,13,1,1,"g",13,54,"Renault, Nissan or Citroen","Regular","R24",222,2.56494935746154,5.40267738187228,1,"GH"
"2556",52820,1091,1,1,"e",14,58,"Renault, Nissan or Citroen","Diesel","R24",3866,6.99484998583307,8.25997565976828,1,"DEF"
"2558",52867,2234,1,0.09,"e",11,65,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",11,7.71154897962915,2.39789527279837,1,"DEF"
"2560",52936,93,1,1,"n",3,48,"Renault, Nissan or Citroen","Regular","R24",10,4.53259949315326,2.30258509299405,2,"other"
"2566",53062,74,1,1,"e",5,38,"Renault, Nissan or Citroen","Regular","R24",182,4.30406509320417,5.2040066870768,2,"DEF"
"2568",53074,218,1,0.46,"g",14,33,"Mercedes, Chrysler or BMW","Regular","R24",88,5.38449506278909,4.47733681447821,2,"GH"
"2570",53108,1108,1,0.68,"e",0,25,"Renault, Nissan or Citroen","Diesel","R24",298,7.01031186730723,5.6970934865054,4,"DEF"
"2571",53124,2969,1,0.97,"g",8,33,"Mercedes, Chrysler or BMW","Regular","R24",1943,7.99598047476376,7.57198844937744,2,"GH"
"2572",53151,83,1,0.67,"e",14,37,"Volkswagen, Audi, Skoda or Seat","Regular","R24",408,4.4188406077966,6.01126717440416,2,"DEF"
"2573",53164,2097,1,0.89,"e",6,80,"Renault, Nissan or Citroen","Regular","R24",66,7.64826303090192,4.18965474202643,1,"DEF"
"2575",53193,69150,1,0.12,"g",1,52,"Opel, General Motors or Ford","Diesel","R24",13,11.1440333370929,2.56494935746154,1,"GH"
"2578",53268,636,1,1,"d",5,27,"Renault, Nissan or Citroen","Regular","R24",1127,6.45519856334012,7.02731451403978,3,"DEF"
"2579",53277,1266,1,1,"f",1,64,"Renault, Nissan or Citroen","Regular","R24",37,7.14361760270412,3.61091791264422,1,"DEF"
"2580",53299,1138,1,0.26,"k",10,53,"Renault, Nissan or Citroen","Regular","R24",2044,7.03702761468628,7.6226639513236,1,"other"
"2581",53321,1092,1,1,"g",14,50,"Renault, Nissan or Citroen","Regular","R24",105,6.99576615630485,4.65396035015752,1,"GH"
"2582",53331,1098,1,0.3,"j",4,33,"other","Diesel","R24",1313,7.00124562206948,7.1800698743028,2,"other"
"2583",53332,1151,1,0.68,"e",10,47,"Volkswagen, Audi, Skoda or Seat","Regular","R24",182,7.04838640872188,5.2040066870768,2,"DEF"
"2586",53393,1120,1,1,"e",6,25,"Renault, Nissan or Citroen","Regular","R24",1054,7.02108396428914,6.96034772910131,4,"DEF"
"2587",53410,1844,1,0.82,"g",11,44,"Renault, Nissan or Citroen","Diesel","R24",12,7.51969240411654,2.484906649788,2,"GH"
"2591",53496,477,1,1,"d",8,28,"Volkswagen, Audi, Skoda or Seat","Regular","R24",467,6.16751649088834,6.1463292576689,3,"DEF"
"2592",53520,1114,1,1,"e",4,44,"Renault, Nissan or Citroen","Regular","R24",34,7.01571242048723,3.52636052461616,2,"DEF"
"2594",53530,1166,1,0.13,"i",11,34,"Japanese (except Nissan) or Korean","Regular","R24",2715,7.06133436691044,7.90654723236804,2,"other"
"2595",53546,708,1,1,"h",2,55,"Renault, Nissan or Citroen","Diesel","R24",1398,6.56244409369372,7.24279792279376,1,"GH"
"2596",53667,1063,1,0.96,"g",5,55,"Renault, Nissan or Citroen","Diesel","R24",186,6.96885037834195,5.2257466737132,1,"GH"
"2599",53728,1238,1,0.15,"g",10,68,"Renault, Nissan or Citroen","Diesel","R24",405,7.12125245324454,6.00388706710654,1,"GH"
"2603",53788,1121,1,1,"h",15,64,"Opel, General Motors or Ford","Regular","R24",14,7.02197642307216,2.63905732961526,1,"GH"
"2604",53807,2073,1,1,"j",3,46,"Opel, General Motors or Ford","Diesel","R24",399,7.63675211243578,5.98896141688986,2,"other"
"2605",53882,557,1,1,"j",6,67,"Renault, Nissan or Citroen","Regular","R24",57,6.32256523992728,4.04305126783455,1,"other"
"2606",53886,526,1,0.33,"j",13,47,"Renault, Nissan or Citroen","Diesel","R24",4116,6.26530121273771,8.32263709695394,2,"other"
"2607",53895,1101,1,0.87,"h",20,47,"Renault, Nissan or Citroen","Regular","R24",192,7.00397413672268,5.25749537202778,2,"GH"
"2611",54003,684,1,1,"d",1,72,"Renault, Nissan or Citroen","Regular","R24",399,6.52795791762255,5.98896141688986,1,"DEF"
"2614",54081,615,1,0.6,"i",0,49,"Fiat","Diesel","R24",29,6.42162226780652,3.36729582998647,2,"other"
"2615",54086,1137,1,1,"f",5,49,"Renault, Nissan or Citroen","Diesel","R24",11,7.03614849375054,2.39789527279837,2,"DEF"
"2616",54096,1150,1,0.59,"f",10,30,"Renault, Nissan or Citroen","Diesel","R24",34,7.0475172213573,3.52636052461616,2,"DEF"
"2617",54122,2258,1,1,"f",4,50,"Renault, Nissan or Citroen","Diesel","R24",1314,7.72223474470961,7.18083119904456,1,"DEF"
"2618",54145,206,1,1,"e",14,56,"Renault, Nissan or Citroen","Diesel","R24",1313,5.32787616878958,7.1800698743028,1,"DEF"
"2625",54274,83,1,0.72,"f",3,46,"Renault, Nissan or Citroen","Regular","R24",182,4.4188406077966,5.2040066870768,2,"DEF"
"2626",54284,1498,1,0.19,"f",17,47,"Renault, Nissan or Citroen","Regular","R24",78,7.31188616407716,4.35670882668959,2,"DEF"
"2629",54316,2753,1,1,"e",7,38,"Renault, Nissan or Citroen","Diesel","R24",131,7.92044650514261,4.87519732320115,2,"DEF"
"2636",54565,87,1,0.43,"e",15,45,"Renault, Nissan or Citroen","Diesel","R24",131,4.46590811865458,4.87519732320115,2,"DEF"
"2637",54571,1136,1,1,"j",9,62,"other","Diesel","R24",286,7.0352685992811,5.65599181081985,1,"other"
"2645",54754,1939,1,1,"g",12,33,"Renault, Nissan or Citroen","Diesel","R24",37,7.56992765524265,3.61091791264422,2,"GH"
"2650",54905,6829,1,1,"f",4,54,"Renault, Nissan or Citroen","Diesel","R24",754,8.82893352896109,6.62539236800796,1,"DEF"
"2651",54919,35219,1,0.52,"f",1,51,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",57,10.4693409886886,4.04305126783455,1,"DEF"
"2652",54925,1103,1,0.23,"d",10,25,"Fiat","Regular","R24",22,7.0057890192535,3.09104245335832,4,"DEF"
"2653",54928,312,1,1,"f",7,43,"Renault, Nissan or Citroen","Diesel","R24",39,5.74300318780948,3.66356164612965,2,"DEF"
"2658",55056,1147,1,0.95,"g",11,24,"Renault, Nissan or Citroen","Diesel","R24",48,7.04490511712937,3.87120101090789,4,"GH"
"2661",55078,194,1,1,"e",4,50,"Opel, General Motors or Ford","Diesel","R24",64,5.26785815906333,4.15888308335967,1,"DEF"
"2663",55102,1103,1,1,"e",6,28,"Opel, General Motors or Ford","Diesel","R24",1314,7.0057890192535,7.18083119904456,3,"DEF"
"2665",55110,1162,1,0.41,"g",16,41,"Renault, Nissan or Citroen","Regular","R24",32,7.05789793741186,3.46573590279973,2,"GH"
"2666",55155,2213,1,0.87,"f",11,41,"Renault, Nissan or Citroen","Regular","R24",376,7.70210434005105,5.92958914338989,2,"DEF"
"2667",55167,1110,1,0.93,"f",8,51,"Renault, Nissan or Citroen","Diesel","R24",16,7.01211529430638,2.77258872223978,1,"DEF"
"2668",55212,1243,1,0.42,"f",11,62,"Renault, Nissan or Citroen","Diesel","R24",1313,7.12528309151071,7.1800698743028,1,"DEF"
"2670",55262,1137,1,1,"h",7,77,"other","Diesel","R24",399,7.03614849375054,5.98896141688986,1,"GH"
"2674",55381,599,1,1,"d",6,24,"Renault, Nissan or Citroen","Regular","R24",1313,6.39526159811545,7.1800698743028,4,"DEF"
"2676",55411,1128,1,0.29,"f",9,34,"Renault, Nissan or Citroen","Diesel","R24",1313,7.028201432058,7.1800698743028,2,"DEF"
"2680",55515,91,1,1,"g",6,42,"Renault, Nissan or Citroen","Diesel","R24",48,4.51085950651685,3.87120101090789,2,"GH"
"2688",55630,62,1,1,"e",11,34,"Opel, General Motors or Ford","Diesel","R24",73,4.12713438504509,4.29045944114839,2,"DEF"
"2690",55645,828,1,0.75,"e",3,46,"Renault, Nissan or Citroen","Regular","R24",376,6.71901315438526,5.92958914338989,2,"DEF"
